Date,Open,High,Low,Close,d/d % change,
9/16/92,"3,319.21","3,353.52","3,288.95","3,319.21",-0.24%,
9/15/92,"3,327.32","3,372.98","3,317.86","3,327.32",-1.45%,
9/14/92,"3,376.22","3,391.35","3,326.51","3,376.22",2.13%,
9/11/92,"3,305.70","3,327.32","3,285.44","3,305.70",0.02%,
9/10/92,"3,305.16","3,318.94","3,261.67","3,305.16",1.03%,
9/9/92,"3,271.39","3,284.09","3,244.92","3,271.39",0.33%,
9/8/92,"3,260.59","3,292.20","3,245.73","3,260.59",-0.65%,
9/4/92,"3,281.93","3,306.23","3,265.16","3,281.93",-0.31%,
9/3/92,"3,292.20","3,325.95","3,268.94","3,292.20",0.06%,
9/2/92,"3,290.31","3,301.90","3,249.76","3,290.31",0.74%,
9/1/92,"3,266.26","3,279.21","3,239.77","3,266.26",0.27%,
8/31/92,"3,257.35","3,287.04","3,244.90","3,257.35",-0.31%,
8/28/92,"3,267.61","3,280.56","3,237.88","3,267.61",0.40%,
8/27/92,"3,254.64","3,285.69","3,237.06","3,254.64",0.24%,
8/26/92,"3,246.81","3,261.38","3,217.07","3,246.81",0.45%,
8/25/92,"3,232.22","3,253.00","3,200.86","3,232.22",0.13%,
8/24/92,"3,228.17","3,258.41","3,207.08","3,228.17",-0.80%,
8/21/92,"3,254.09","3,330.27","3,243.55","3,254.09",-1.54%,
8/20/92,"3,304.89","3,326.22","3,285.69","3,304.89",-0.07%,
8/19/92,"3,307.06","3,347.56","3,302.44","3,307.06",-0.67%,
8/18/92,"3,329.48","3,343.78","3,309.20","3,329.48",0.14%,
8/17/92,"3,324.89","3,350.26","3,310.01","3,324.89",-0.12%,
8/14/92,"3,328.94","3,342.16","3,300.82","3,328.94",0.47%,
8/13/92,"3,313.27","3,347.29","3,294.07","3,313.27",-0.23%,
8/12/92,"3,320.83","3,349.72","3,304.88","3,320.83",-0.31%,
8/11/92,"3,331.10","3,356.48","3,304.34","3,331.10",-0.19%,
8/10/92,"3,337.58","3,350.26","3,305.14","3,337.58",0.16%,
8/7/92,"3,332.18","3,378.38","3,318.40","3,332.18",-0.25%,
8/6/92,"3,340.56","3,374.30","3,327.03","3,340.56",-0.73%,
8/5/92,"3,365.14","3,391.32","3,347.56","3,365.14",-0.57%,
8/4/92,"3,384.32","3,405.64","3,366.47","3,384.32",-0.33%,
8/3/92,"3,395.40","3,413.21","3,365.12","3,395.40",0.05%,
7/31/92,"3,393.78","3,414.83","3,371.88","3,393.78",0.06%,
7/30/92,"3,391.89","3,409.16","3,361.07","3,391.89",0.38%,
7/29/92,"3,379.19","3,399.70","3,345.13","3,379.19",1.35%,
7/28/92,"3,334.07","3,345.67","3,277.59","3,334.07",1.58%,
7/27/92,"3,282.20","3,391.38","3,265.99","3,282.20",-0.11%,
7/24/92,"3,285.71","3,305.68","3,261.11","3,285.71",-0.13%,
7/23/92,"3,290.04","3,308.39","3,255.43","3,290.04",0.38%,
7/22/92,"3,277.61","3,310.28","3,262.19","3,277.61",-0.93%,
7/21/92,"3,308.41","3,335.94","3,292.45","3,308.41",0.16%,
7/20/92,"3,303.00","3,318.38","3,271.11","3,303.00",-0.86%,
7/17/92,"3,331.64","3,359.74","3,308.14","3,331.64",-0.89%,
7/16/92,"3,361.63","3,375.66","3,318.65","3,361.63",0.48%,
7/15/92,"3,345.42","3,381.87","3,319.73","3,345.42",-0.39%,
7/14/92,"3,358.39","3,371.88","3,315.95","3,358.39",0.63%,
7/13/92,"3,337.31","3,357.55","3,315.41","3,337.31",0.20%,
7/10/92,"3,330.56","3,355.93","3,304.88","3,330.56",0.19%,
7/9/92,"3,324.08","3,345.40","3,292.45","3,324.08",0.94%,
7/8/92,"3,293.28","3,322.98","3,258.95","3,293.28",-0.06%,
7/7/92,"3,295.17","3,360.80","3,285.69","3,295.17",-1.32%,
7/6/92,"3,339.21","3,363.77","3,295.96","3,339.21",0.27%,
7/2/92,"3,330.29","3,385.43","3,303.30","3,330.29",-0.71%,
7/1/92,"3,354.10","3,366.43","3,305.45","3,354.10",1.07%,
6/30/92,"3,318.52","3,347.71","3,295.01","3,318.52",-0.04%,
6/29/92,"3,319.86","3,330.32","3,278.16","3,319.86",1.14%,
6/26/92,"3,282.41","3,303.04","3,254.89","3,282.41",-0.05%,
6/25/92,"3,284.01","3,319.62","3,261.31","3,284.01",-0.20%,
6/24/92,"3,290.70","3,317.75","3,262.11","3,290.70",0.15%,
6/23/92,"3,285.62","3,312.13","3,263.45","3,285.62",0.15%,
6/22/92,"3,280.80","3,298.22","3,242.32","3,280.80",-0.14%,
6/19/92,"3,285.35","3,313.20","3,264.79","3,285.35",0.34%,
6/18/92,"3,274.12","3,313.74","3,245.53","3,274.12",-0.41%,
6/17/92,"3,287.76","3,347.98","3,271.21","3,287.76",-1.25%,
6/16/92,"3,329.49","3,379.01","3,321.76","3,329.49",-0.76%,
6/15/92,"3,354.90","3,371.79","3,327.11","3,354.90",0.02%,
6/12/92,"3,354.36","3,397.68","3,339.62","3,354.36",0.09%,
6/11/92,"3,351.51","3,374.61","3,301.51","3,351.51",0.25%,
6/10/92,"3,343.22","3,385.76","3,328.99","3,343.22",-0.79%,
6/9/92,"3,369.92","3,412.98","3,350.25","3,369.92",-1.01%,
6/8/92,"3,404.14","3,422.83","3,370.21","3,404.14",0.16%,
6/5/92,"3,398.69","3,424.64","3,356.98","3,398.69",-0.03%,
6/4/92,"3,399.73","3,428.02","3,376.43","3,399.73",-0.21%,
6/3/92,"3,406.99","3,431.13","3,378.76","3,406.99",0.32%,
6/2/92,"3,396.10","3,435.27","3,380.84","3,396.10",-0.50%,
6/1/92,"3,413.21","3,424.39","3,365.02","3,413.21",0.48%,
5/29/92,"3,396.88","3,433.98","3,384.20","3,396.88",-0.05%,
5/28/92,"3,398.43","3,408.31","3,354.91","3,398.43",0.83%,
5/27/92,"3,370.44","3,396.65","3,337.29","3,370.44",0.19%,
5/26/92,"3,364.21","3,410.91","3,338.84","3,364.21",-0.67%,
5/22/92,"3,386.77","3,408.49","3,364.08","3,386.77",0.24%,
5/21/92,"3,378.71","3,402.88","3,354.80","3,378.71",-0.45%,
5/20/92,"3,393.84","3,421.42","3,376.04","3,393.84",-0.12%,
5/19/92,"3,397.99","3,413.37","3,350.41","3,397.99",0.65%,
5/18/92,"3,376.03","3,398.24","3,349.93","3,376.03",0.68%,
5/15/92,"3,353.09","3,380.30","3,330.43","3,353.09",-0.47%,
5/14/92,"3,368.88","3,397.46","3,347.59","3,368.88",-0.68%,
5/13/92,"3,391.98","3,414.17","3,362.93","3,391.98",0.20%,
5/12/92,"3,385.12","3,414.81","3,361.51","3,385.12",-0.37%,
5/11/92,"3,397.58","3,410.11","3,363.82","3,397.58",0.84%,
5/8/92,"3,369.41","3,388.41","3,344.59","3,369.41",0.18%,
5/7/92,"3,363.37","3,390.65","3,343.25","3,363.37",-0.18%,
5/6/92,"3,369.41","3,398.70","3,346.60","3,369.41",0.30%,
5/5/92,"3,359.35","3,393.78","3,346.15","3,359.35",-0.56%,
5/4/92,"3,378.13","3,394.68","3,340.79","3,378.13",1.26%,
5/1/92,"3,336.09","3,375.67","3,316.64","3,336.09",-0.69%,
4/30/92,"3,359.12","3,377.01","3,314.40","3,359.12",0.78%,
4/29/92,"3,333.18","3,353.75","3,295.39","3,333.18",0.76%,
4/28/92,"3,307.92","3,329.83","3,273.03","3,307.92",0.10%,
4/27/92,"3,304.56","3,340.79","3,284.66","3,304.56",-0.60%,
4/24/92,"3,324.46","3,381.48","3,305.23","3,324.46",-0.72%,
4/23/92,"3,348.61","3,376.34","3,298.52","3,348.61",0.29%,
4/22/92,"3,338.77","3,366.72","3,309.48","3,338.77",-0.13%,
4/21/92,"3,343.25","3,366.50","3,305.68","3,343.25",0.21%,
4/20/92,"3,336.31","3,375.67","3,300.98","3,336.31",-0.90%,
4/16/92,"3,366.50","3,387.97","3,321.33","3,366.50",0.38%,
4/15/92,"3,353.76","3,370.08","3,296.51","3,353.76",1.44%,
4/14/92,"3,306.13","3,336.54","3,259.39","3,306.13",1.41%,
4/13/92,"3,260.06","3,293.60","3,230.77","3,260.06",0.14%,
4/10/92,"3,255.37","3,280.86","3,227.64","3,255.37",0.94%,
4/9/92,"3,224.96","3,245.08","3,171.06","3,224.96",1.37%,
4/8/92,"3,181.35","3,221.38","3,141.77","3,181.35",-1.00%,
4/7/92,"3,213.55","3,291.81","3,207.51","3,213.55",-1.89%,
4/6/92,"3,275.49","3,295.84","3,238.37","3,275.49",0.81%,
4/3/92,"3,249.11","3,271.91","3,201.92","3,249.11",0.46%,
4/2/92,"3,234.12","3,277.05","3,209.08","3,234.12",-0.47%,
4/1/92,"3,249.33","3,262.52","3,202.37","3,249.33",0.43%,
3/31/92,"3,235.47","3,272.80","3,216.46","3,235.47",0.01%,
3/30/92,"3,235.24","3,260.06","3,215.79","3,235.24",0.12%,
3/27/92,"3,231.44","3,272.58","3,218.91","3,231.44",-1.11%,
3/26/92,"3,267.67","3,288.91","3,245.08","3,267.67",0.25%,
3/25/92,"3,259.39","3,290.47","3,238.15","3,259.39",-0.05%,
3/24/92,"3,260.96","3,296.96","3,242.84","3,260.96",-0.34%,
3/23/92,"3,272.14","3,288.68","3,249.33","3,272.14",-0.13%,
3/20/92,"3,276.39","3,292.48","3,240.83","3,276.39",0.46%,
3/19/92,"3,261.40","3,286.22","3,240.38","3,261.40",0.22%,
3/18/92,"3,254.25","3,281.98","3,230.10","3,254.25",-0.05%,
3/17/92,"3,256.04","3,272.58","3,222.27","3,256.04",0.61%,
3/16/92,"3,236.36","3,249.11","3,201.25","3,236.36",0.01%,
3/13/92,"3,235.91","3,252.23","3,203.71","3,235.91",0.85%,
3/12/92,"3,208.63","3,232.33","3,176.21","3,208.63",0.00%,
3/11/92,"3,208.63","3,242.17","3,189.85","3,208.63",-0.69%,
3/10/92,"3,230.99","3,259.17","3,207.29","3,230.99",0.49%,
3/9/92,"3,215.12","3,242.62","3,188.95","3,215.12",-0.20%,
3/6/92,"3,221.60","3,262.97","3,204.61","3,221.60",-0.61%,
3/5/92,"3,241.50","3,283.54","3,226.74","3,241.50",-0.83%,
3/4/92,"3,268.56","3,318.42","3,256.04","3,268.56",-0.66%,
3/3/92,"3,290.25","3,313.28","3,258.50","3,290.25",0.46%,
3/2/92,"3,275.27","3,298.97","3,242.39","3,275.27",0.23%,
2/28/92,"3,267.67","3,304.11","3,247.09","3,267.67",-0.05%,
2/27/92,"3,269.45","3,300.54","3,251.79","3,269.45",-0.42%,
2/26/92,"3,283.32","3,305.01","3,244.41","3,283.32",0.78%,
2/25/92,"3,257.83","3,293.60","3,226.74","3,257.83",-0.75%,
2/24/92,"3,282.42","3,305.01","3,253.57","3,282.42",0.07%,
2/21/92,"3,280.19","3,307.46","3,242.17","3,280.19",-0.01%,
2/20/92,"3,280.64","3,301.21","3,224.28","3,280.64",1.56%,
2/19/92,"3,230.32","3,259.17","3,199.02","3,230.32",0.17%,
2/18/92,"3,224.73","3,280.19","3,195.66","3,224.73",-0.65%,
2/14/92,"3,245.97","3,271.91","3,208.63","3,245.97",-0.02%,
2/13/92,"3,246.65","3,296.73","3,226.07","3,246.65",-0.92%,
2/12/92,"3,276.83","3,291.37","3,233.68","3,276.83",0.78%,
2/11/92,"3,251.57","3,277.28","3,222.49","3,251.57",0.20%,
2/10/92,"3,245.08","3,269.00","3,208.85","3,245.08",0.61%,
2/7/92,"3,225.40","3,283.09","3,199.91","3,225.40",-0.93%,
2/6/92,"3,255.59","3,285.55","3,224.95","3,255.59",-0.06%,
2/5/92,"3,257.60","3,299.86","3,233.68","3,257.60",-0.46%,
2/4/92,"3,272.81","3,283.09","3,208.18","3,272.81",1.20%,
2/3/92,"3,234.12","3,261.40","3,193.42","3,234.12",0.33%,
1/31/92,"3,223.39","3,274.37","3,207.96","3,223.39",-0.66%,
1/30/92,"3,244.86","3,269.68","3,200.58","3,244.86",0.62%,
1/29/92,"3,224.96","3,313.95","3,205.05","3,224.96",-1.44%,
1/28/92,"3,272.14","3,298.30","3,230.99","3,272.14",0.97%,
1/27/92,"3,240.61","3,267.44","3,215.79","3,240.61",0.24%,
1/24/92,"3,232.78","3,264.31","3,203.71","3,232.78",0.19%,
1/23/92,"3,226.74","3,279.52","3,205.72","3,226.74",-0.89%,
1/22/92,"3,255.81","3,272.80","3,190.96","3,255.81",1.01%,
1/21/92,"3,223.39","3,275.49","3,194.09","3,223.39",-0.94%,
1/20/92,"3,254.03","3,283.32","3,230.99","3,254.03",-0.34%,
1/17/92,"3,264.98","3,297.63","3,224.28","3,264.98",0.47%,
1/16/92,"3,249.55","3,289.36","3,200.80","3,249.55",-0.27%,
1/15/92,"3,258.50","3,299.19","3,207.73","3,258.50",0.38%,
1/14/92,"3,246.20","3,255.81","3,167.93","3,246.20",1.90%,
1/13/92,"3,185.60","3,215.56","3,161.67","3,185.60",-0.43%,
1/10/92,"3,199.46","3,235.91","3,165.92","3,199.46",-0.31%,
1/9/92,"3,209.53","3,246.64","3,173.75","3,209.53",0.17%,
1/8/92,"3,203.94","3,245.53","3,164.58","3,203.94",-0.03%,
1/7/92,"3,204.83","3,224.73","3,165.25","3,204.83",0.15%,
1/6/92,"3,200.13","3,230.32","3,166.37","3,200.13",-0.04%,
1/3/92,"3,201.48","3,221.38","3,156.30","3,201.48",0.92%,
1/2/92,"3,172.41","3,184.70","3,119.86","3,172.41",0.11%,
12/31/91,"3,168.83","3,204.61","3,121.20","3,168.83",0.16%,
12/30/91,"3,163.91","3,174.64","3,090.29","3,163.91",2.01%,
12/27/91,"3,101.52","3,121.64","3,063.73","3,101.52",0.60%,
12/26/91,"3,082.96","3,101.96","3,035.33","3,082.96",1.05%,
12/24/91,"3,050.98","3,087.88","3,015.65","3,050.98",0.94%,
12/23/91,"3,022.58","3,037.57","2,919.05","3,022.58",3.00%,
12/20/91,"2,934.48","2,965.79","2,907.87","2,934.48",0.69%,
12/19/91,"2,914.36","2,927.10","2,881.04","2,914.36",0.22%,
12/18/91,"2,908.09","2,921.29","2,870.30","2,908.09",0.20%,
12/17/91,"2,902.28","2,936.27","2,886.40","2,902.28",-0.57%,
12/16/91,"2,919.05","2,949.02","2,900.49","2,919.05",0.16%,
12/13/91,"2,914.36","2,936.71","2,893.34","2,914.36",0.66%,
12/12/91,"2,895.13","2,911.67","2,861.13","2,895.13",1.04%,
12/11/91,"2,865.38","2,889.53","2,832.29","2,865.38",0.05%,
12/10/91,"2,863.82","2,891.10","2,841.23","2,863.82",-0.27%,
12/9/91,"2,871.65","2,913.46","2,856.21","2,871.65",-0.51%,
12/6/91,"2,886.40","2,924.86","2,854.65","2,886.40",-0.09%,
12/5/91,"2,889.09","2,923.75","2,874.77","2,889.09",-0.78%,
12/4/91,"2,911.67","2,945.66","2,892.21","2,911.67",-0.61%,
12/3/91,"2,929.56","2,958.18","2,904.74","2,929.56",-0.20%,
12/2/91,"2,935.38","2,941.64","2,855.32","2,935.38",1.41%,
11/29/91,"2,894.68","2,913.46","2,877.46","2,894.68",-0.18%,
11/27/91,"2,900.04","2,929.11","2,883.72","2,900.04",-0.55%,
11/26/91,"2,916.14","2,942.30","2,861.13","2,916.14",0.49%,
11/25/91,"2,902.06","2,921.96","2,870.30","2,902.06",-0.02%,
11/22/91,"2,902.73","2,942.98","2,880.81","2,902.73",-1.02%,
11/21/91,"2,932.69","2,953.93","2,902.28","2,932.69",0.09%,
11/20/91,"2,930.01","2,973.61","2,912.12","2,930.01",-0.05%,
11/19/91,"2,931.57","2,960.20","2,883.70","2,931.57",-1.38%,
11/18/91,"2,972.72","2,990.61","2,922.63","2,972.72",1.00%,
11/15/91,"2,943.20","3,069.54","2,936.04","2,943.20",-3.93%,
11/14/91,"3,063.51","3,080.05","3,037.34","3,063.51",-0.06%,
11/13/91,"3,065.30","3,075.58","3,023.70","3,065.30",0.37%,
11/12/91,"3,054.11","3,078.71","3,028.62","3,054.11",0.39%,
11/11/91,"3,042.26","3,057.69","3,025.27","3,042.26",-0.11%,
11/8/91,"3,045.62","3,080.95","3,034.66","3,045.62",-0.28%,
11/7/91,"3,054.11","3,066.19","3,020.35","3,054.11",0.52%,
11/6/91,"3,038.46","3,056.57","3,010.51","3,038.46",0.24%,
11/5/91,"3,031.31","3,062.83","3,015.68","3,031.31",-0.47%,
11/4/91,"3,045.62","3,061.27","3,019.00","3,045.62",-0.35%,
11/1/91,"3,056.35","3,091.90","3,031.75","3,056.35",-0.42%,
10/31/91,"3,069.10","3,091.01","3,045.61","3,069.10",-0.09%,
10/30/91,"3,071.78","3,090.11","3,038.23","3,071.78",0.32%,
10/29/91,"3,061.94","3,077.82","3,020.13","3,061.94",0.54%,
10/28/91,"3,045.62","3,055.23","3,001.56","3,045.62",1.35%,
10/25/91,"3,004.92","3,034.43","2,983.80","3,004.92",-0.38%,
10/24/91,"3,016.32","3,047.63","2,991.72","3,016.32",-0.81%,
10/23/91,"3,040.92","3,065.52","3,015.20","3,040.92",0.04%,
10/22/91,"3,039.80","3,084.52","3,020.57","3,039.80",-0.67%,
10/21/91,"3,060.38","3,085.20","3,042.48","3,060.38",-0.54%,
10/18/91,"3,077.15","3,089.45","3,045.61","3,077.15",0.79%,
10/17/91,"3,053.00","3,077.14","3,027.05","3,053.00",-0.28%,
10/16/91,"3,061.72","3,082.06","3,016.10","3,061.72",0.67%,
10/15/91,"3,041.37","3,057.69","3,000.22","3,041.37",0.73%,
10/14/91,"3,019.45","3,026.38","2,975.85","3,019.45",1.20%,
10/11/91,"2,983.68","3,000.89","2,957.51","2,983.68",0.24%,
10/10/91,"2,976.52","2,985.46","2,930.23","2,976.52",1.02%,
10/9/91,"2,946.33","2,984.70","2,925.54","2,946.33",-0.59%,
10/8/91,"2,963.77","2,983.68","2,927.77","2,963.77",0.71%,
10/7/91,"2,942.75","2,970.70","2,926.21","2,942.75",-0.64%,
10/4/91,"2,961.76","3,007.15","2,956.17","2,961.76",-0.77%,
10/3/91,"2,984.79","3,017.44","2,972.49","2,984.79",-0.92%,
10/2/91,"3,012.52","3,040.25","2,992.39","3,012.52",-0.19%,
10/1/91,"3,018.34","3,043.60","3,002.46","3,018.34",0.05%,
9/30/91,"3,016.77","3,032.87","2,982.78","3,016.77",0.36%,
9/27/91,"3,006.04","3,040.70","2,989.49","3,006.04",-0.37%,
9/26/91,"3,017.22","3,040.70","2,996.87","3,017.22",-0.13%,
9/25/91,"3,021.02","3,048.52","3,004.92","3,021.02",-0.27%,
9/24/91,"3,029.07","3,043.38","2,995.97","3,029.07",0.62%,
9/23/91,"3,010.51","3,037.79","2,997.76","3,010.51",-0.29%,
9/20/91,"3,019.23","3,045.39","3,002.46","3,019.23",-0.17%,
9/19/91,"3,024.37","3,050.76","3,002.91","3,024.37",0.21%,
9/18/91,"3,017.89","3,025.49","2,993.51","3,017.89",0.16%,
9/17/91,"3,013.19","3,036.00","2,992.62","3,013.19",-0.07%,
9/16/91,"3,015.21","3,023.03","2,973.61","3,015.21",0.99%,
9/13/91,"2,985.69","3,021.46","2,963.10","2,985.69",-0.74%,
9/12/91,"3,007.83","3,019.90","2,977.64","3,007.83",0.70%,
9/11/91,"2,987.03","3,004.70","2,964.67","2,987.03",0.15%,
9/10/91,"2,982.56","3,012.97","2,967.80","2,982.56",-0.82%,
9/9/91,"3,007.16","3,025.40","2,987.70","3,007.16",-0.15%,
9/6/91,"3,011.63","3,033.32","2,987.48","3,011.63",0.10%,
9/5/91,"3,008.50","3,031.98","2,989.71","3,008.50",0.00%,
9/4/91,"3,008.50","3,034.66","2,990.83","3,008.50",-0.30%,
9/3/91,"3,017.67","3,066.64","3,013.64","3,017.67",-0.85%,
8/30/91,"3,043.60","3,059.25","3,024.82","3,043.60",-0.20%,
8/29/91,"3,049.64","3,068.65","3,030.86","3,049.64",-0.18%,
8/28/91,"3,055.23","3,064.85","3,018.11","3,055.23",0.96%,
8/27/91,"3,026.16","3,047.40","3,007.82","3,026.16",-0.43%,
8/26/91,"3,039.36","3,057.02","3,020.79","3,039.36",-0.03%,
8/23/91,"3,040.25","3,065.96","2,999.11","3,040.25",1.09%,
8/22/91,"3,007.38","3,029.96","2,989.93","3,007.38",0.19%,
8/21/91,"3,001.79","3,009.17","2,942.98","3,001.79",3.02%,
8/20/91,"2,913.69","2,937.39","2,886.85","2,913.69",0.54%,
8/19/91,"2,898.03","2,924.86","2,834.52","2,898.03",-2.36%,
8/16/91,"2,968.02","3,013.64","2,945.88","2,968.02",-1.01%,
8/15/91,"2,998.43","3,029.96","2,985.24","2,998.43",-0.23%,
8/14/91,"3,005.37","3,036.67","2,988.59","3,005.37",-0.11%,
8/13/91,"3,008.72","3,041.14","2,989.27","3,008.72",0.25%,
8/12/91,"3,001.34","3,013.41","2,974.06","3,001.34",0.17%,
8/9/91,"2,996.20","3,036.45","2,986.80","2,996.20",-0.59%,
8/8/91,"3,013.86","3,045.17","2,995.30","3,013.86",-0.42%,
8/7/91,"3,026.61","3,050.54","3,008.50","3,026.61",-0.02%,
8/6/91,"3,027.28","3,034.88","2,970.48","3,027.28",1.28%,
8/5/91,"2,989.04","3,019.68","2,978.98","2,989.04",-0.57%,
8/2/91,"3,006.26","3,042.26","2,994.41","3,006.26",-0.38%,
8/1/91,"3,017.67","3,037.12","2,997.76","3,017.67",-0.24%,
7/31/91,"3,024.82","3,039.58","2,999.11","3,024.82",0.28%,
7/30/91,"3,016.32","3,029.07","2,983.68","3,016.32",1.04%,
7/29/91,"2,985.24","2,996.20","2,957.06","2,985.24",0.43%,
7/26/91,"2,972.50","2,994.86","2,953.26","2,972.50",-0.26%,
7/25/91,"2,980.10","2,999.11","2,947.23","2,980.10",0.47%,
7/24/91,"2,966.23","3,003.13","2,950.80","2,966.23",-0.57%,
7/23/91,"2,983.23","3,038.23","2,972.94","2,983.23",-0.99%,
7/22/91,"3,012.97","3,034.43","2,990.83","3,012.97",-0.11%,
7/19/91,"3,016.32","3,036.22","2,989.49","3,016.32",0.00%,
7/18/91,"3,016.32","3,026.61","2,970.93","3,016.32",1.26%,
7/17/91,"2,978.76","3,011.85","2,961.54","2,978.76",-0.17%,
7/16/91,"2,983.90","3,012.52","2,962.88","2,983.90",-0.22%,
7/15/91,"2,990.61","3,007.38","2,965.79","2,990.61",0.33%,
7/12/91,"2,980.77","3,000.35","2,942.98","2,980.77",0.71%,
7/11/91,"2,959.75","2,975.63","2,933.36","2,959.75",0.51%,
7/10/91,"2,944.77","2,990.83","2,927.77","2,944.77",-0.08%,
7/9/91,"2,947.23","2,980.10","2,934.03","2,947.23",-0.50%,
7/8/91,"2,961.99","2,966.23","2,897.36","2,961.99",1.01%,
7/5/91,"2,932.47","2,953.26","2,917.71","2,932.47",-0.08%,
7/3/91,"2,934.70","2,957.96","2,915.02","2,934.70",-1.28%,
7/2/91,"2,972.72","2,987.03","2,939.62","2,972.72",0.48%,
7/1/91,"2,958.41","2,971.15","2,911.67","2,958.41",1.78%,
6/28/91,"2,906.75","2,934.03","2,879.25","2,906.75",-0.96%,
6/27/91,"2,934.93","2,954.83","2,909.21","2,934.93",0.75%,
6/26/91,"2,913.01","2,934.03","2,879.25","2,913.01",0.10%,
6/25/91,"2,910.11","2,938.50","2,887.97","2,910.11",-0.10%,
6/24/91,"2,913.01","2,957.29","2,904.52","2,913.01",-1.77%,
6/21/91,"2,965.56","2,977.64","2,937.83","2,965.56",0.39%,
6/20/91,"2,953.94","2,969.81","2,927.32","2,953.94",-0.05%,
6/19/91,"2,955.50","2,978.31","2,933.59","2,955.50",-1.05%,
6/18/91,"2,986.81","3,022.14","2,970.48","2,986.81",-0.24%,
6/17/91,"2,993.96","3,021.69","2,977.86","2,993.96",-0.22%,
6/14/91,"3,000.45","3,014.98","2,967.57","3,000.45",1.19%,
6/13/91,"2,965.12","2,982.33","2,942.53","2,965.12",0.11%,
6/12/91,"2,961.99","2,987.25","2,928.89","2,961.99",-0.80%,
6/11/91,"2,985.91","3,011.85","2,963.10","2,985.91",0.35%,
6/10/91,"2,975.40","2,993.07","2,958.41","2,975.40",-0.05%,
6/7/91,"2,976.74","3,005.14","2,954.61","2,976.74",-0.61%,
6/6/91,"2,994.86","3,027.05","2,975.63","2,994.86",-0.35%,
6/5/91,"3,005.37","3,042.93","2,989.49","3,005.37",-0.75%,
6/4/91,"3,027.95","3,042.04","2,992.62","3,027.95",-0.24%,
6/3/91,"3,035.33","3,057.46","3,000.67","3,035.33",0.26%,
5/31/91,"3,027.50","3,044.50","2,972.94","3,027.50",0.90%,
5/30/91,"3,000.45","3,022.80","2,950.58","3,000.45",1.04%,
5/29/91,"2,969.59","2,987.92","2,940.74","2,969.59",0.36%,
5/28/91,"2,958.86","2,965.11","2,903.84","2,958.86",1.54%,
5/24/91,"2,913.91","2,931.13","2,893.78","2,913.91",0.48%,
5/23/91,"2,900.04","2,935.38","2,881.04","2,900.04",-0.35%,
5/22/91,"2,910.33","2,930.01","2,881.93","2,910.33",0.15%,
5/21/91,"2,906.08","2,931.80","2,875.00","2,906.08",0.48%,
5/20/91,"2,892.22","2,910.78","2,872.76","2,892.22",0.19%,
5/17/91,"2,886.63","2,908.54","2,860.02","2,886.63",-0.26%,
5/16/91,"2,894.01","2,905.63","2,863.82","2,894.01",1.00%,
5/15/91,"2,865.38","2,901.83","2,834.52","2,865.38",-0.74%,
5/14/91,"2,886.85","2,922.85","2,870.08","2,886.85",-1.28%,
5/13/91,"2,924.42","2,945.44","2,896.24","2,924.42",0.15%,
5/10/91,"2,920.17","2,986.13","2,906.08","2,920.17",-1.72%,
5/9/91,"2,971.15","2,983.68","2,926.88","2,971.15",1.37%,
5/8/91,"2,930.90","2,945.21","2,898.70","2,930.90",0.46%,
5/7/91,"2,917.49","2,962.66","2,906.53","2,917.49",-0.82%,
5/6/91,"2,941.64","2,956.84","2,911.45","2,941.64",0.09%,
5/3/91,"2,938.86","2,959.90","2,906.93","2,938.86",0.01%,
5/2/91,"2,938.61","2,966.34","2,917.32","2,938.61",0.29%,
5/1/91,"2,930.20","2,945.30","2,882.42","2,930.20",1.47%,
4/30/91,"2,887.87","2,929.21","2,859.40","2,887.87",0.38%,
4/29/91,"2,876.98","2,941.09","2,869.55","2,876.98",-1.22%,
4/26/91,"2,912.38","2,934.90","2,888.61","2,912.38",-0.30%,
4/25/91,"2,921.04","2,958.41","2,905.20","2,921.04",-0.96%,
4/24/91,"2,949.50","2,965.10","2,913.36","2,949.50",0.65%,
4/23/91,"2,930.45","2,957.92","2,905.94","2,930.45",0.09%,
4/22/91,"2,927.72","2,962.13","2,911.63","2,927.72",-1.28%,
4/19/91,"2,965.59","3,000.25","2,943.56","2,965.59",-1.12%,
4/18/91,"2,999.26","3,027.72","2,975.00","2,999.26",-0.17%,
4/17/91,"3,004.46","3,030.45","2,963.12","3,004.46",0.59%,
4/16/91,"2,986.88","2,995.79","2,912.13","2,986.88",1.83%,
4/15/91,"2,933.17","2,957.18","2,896.29","2,933.17",0.42%,
4/12/91,"2,920.79","2,946.53","2,884.16","2,920.79",0.53%,
4/11/91,"2,905.45","2,937.62","2,877.72","2,905.45",1.08%,
4/10/91,"2,874.50","2,902.47","2,848.51","2,874.50",0.05%,
4/9/91,"2,873.02","2,932.42","2,863.36","2,873.02",-1.56%,
4/8/91,"2,918.56","2,929.21","2,877.72","2,918.56",0.75%,
4/5/91,"2,896.78","2,949.25","2,876.98","2,896.78",-0.95%,
4/4/91,"2,924.50","2,959.40","2,899.75","2,924.50",-0.08%,
4/3/91,"2,926.73","2,970.54","2,915.84","2,926.73",-0.62%,
4/2/91,"2,945.05","2,951.98","2,878.21","2,945.05",2.22%,
4/1/91,"2,881.19","2,919.30","2,868.32","2,881.19",-1.12%,
